ID_Transaksi,ID_Pengguna,ID_Produk,Waktu_Transaksi,Jumlah_Transaksi,Metode_Pembayaran,Alamat_Pengiriman,Kategori_Produk,Penilaian_Produk,Total_Harga
T00381,U6126,P523,2024-05-11,1,Kartu Debit,"Jl. Dipatiukur No. 87, Semarang, SU 40633",Peralatan Rumah,1,2237531
T00382,U7841,P402,2024-06-22,3,Kartu Debit,"Jl. Veteran No. 078, Pagaralam, SU 71773",Elektronik,2,3475908
T00383,U7223,P683,2024-03-19,4,Kredivo,"Jl. Setiabudhi No. 31, Pariaman, Maluku 79907",Makanan,3,9883864
T00384,U5216,P881,2024-08-14,8,Kredivo,"Gg. Medokan Ayu No. 01, Tanjungbalai, Nusa Tenggara Barat 46498",Fashion,2,27111608
T00385,U6770,P273,2024-09-26,3,Dana,"Jalan Monginsidi No. 5, Binjai, Papua Barat 79055",Fashion,2,13793319
T00386,U1962,P636,2024-04-24,1,Transfer Bank,"Gg. Moch. Toha No. 1, Ternate, Kalimantan Tengah 55486",Kesehatan,1,4305773
T00387,U7756,P240,2024-06-02,4,Transfer Bank,"Gang Cihampelas No. 88, Parepare, Lampung 95137",Peralatan Rumah,1,15940720
T00388,U4583,P617,2024-03-20,8,QRIS,"Gg. Ciumbuleuit No. 241, Payakumbuh, Jawa Tengah 80468",Kesehatan,5,32827280
T00389,U8993,P116,2025-02-11,1,Dana,"Gang Cempaka No. 0, Depok, DI Yogyakarta 38569",Makanan,4,3581273
T00390,U1194,P117,2024-06-28,9,Virtual Account,"Gang Rajawali Barat No. 2, Cimahi, BB 75402",Makanan,3,1744218
T00391,U9228,P932,2024-07-02,7,Kartu Kredit,"Jl. Jayawijaya No. 22, Cilegon, KU 05927",Kesehatan,1,516502
T00392,U9591,P252,2024-05-27,4,Kartu Debit,"Jl. Otto Iskandardinata No. 52, Palopo, JI 10672",Makanan,5,8669748
T00393,U6807,P373,2024-08-11,7,Transfer Bank,"Gg. H.J Maemunah No. 4, Kupang, JT 51702",Elektronik,4,27302464
T00394,U4984,P813,2024-11-05,4,Virtual Account,"Gg. Wonoayu No. 751, Banjarmasin, Kalimantan Selatan 43018",Kesehatan,1,11850224
T00395,U2531,P515,2025-01-10,7,Cash on Delivery (COD),"Jalan Rajiman No. 99, Surakarta, PA 26565",Makanan,4,3645082
T00396,U1154,P819,2024-02-20,3,Transfer Bank,"Gang Cihampelas No. 1, Tegal, ST 74266",Fashion,4,5951679
T00397,U6427,P679,2024-04-10,2,Dana,"Gg. Waringin No. 5, Semarang, Papua Barat 06462",Kesehatan,2,6010964
T00398,U4463,P988,2024-09-18,10,Kredivo,"Jl. Sukabumi No. 87, Langsa, MA 87300",Elektronik,1,6736760
T00399,U5593,P656,2024-04-15,10,E-Wallet,"Jalan Suryakencana No. 4, Cirebon, SB 01471",Peralatan Rumah,3,1813490
T00400,U4394,P701,2024-10-05,3,Cash on Delivery (COD),"Gang Medokan Ayu No. 7, Medan, SS 42902",Kesehatan,3,7753140
T00401,U3661,P677,2024-06-19,4,Cash on Delivery (COD),"Jalan Cikapayang No. 56, Banjarbaru, LA 81832",Makanan,3,5830068
T00402,U7288,P873,2024-12-08,3,Transfer Bank,"Gang Rajawali Barat No. 51, Bontang, Aceh 84576",Makanan,3,10251234
T00403,U1879,P200,2024-06-27,7,Kartu Debit,"Jl. S. Parman No. 389, Padangpanjang, Sulawesi Tenggara 12075",Kesehatan,3,2049789
T00404,U7499,P892,2024-06-16,6,E-Wallet,"Gang Jend. Sudirman No. 4, Tidore Kepulauan, JA 22342",Elektronik,4,24992880
T00405,U4737,P464,2024-05-07,9,Cash on Delivery (COD),"Jalan Ciumbuleuit No. 760, Bima, Banten 71401",Fashion,2,44682084
T00406,U7227,P187,2024-06-12,10,Virtual Account,"Jl. Kutai No. 250, Bontang, Kepulauan Riau 52893",Peralatan Rumah,1,7381840
T00407,U5390,P257,2024-08-30,7,Kartu Kredit,"Jl. Kebonjati No. 28, Tebingtinggi, Gorontalo 87592",Fashion,3,21530404
T00408,U2745,P193,2024-08-04,1,Virtual Account,"Gang W.R. Supratman No. 836, Tual, Maluku Utara 71827",Fashion,3,387487
T00409,U5419,P204,2024-12-08,3,Transfer Bank,"Jl. Raya Ujungberung No. 16, Palu, MA 38646",Peralatan Rumah,4,11445519
T00410,U9395,P517,2024-04-29,2,E-Wallet,"Jalan Antapani Lama No. 7, Mojokerto, Sulawesi Tengah 12669",Kesehatan,3,9398264
T00411,U2524,P711,2024-03-26,10,QRIS,"Jalan Sadang Serang No. 961, Pagaralam, Sumatera Barat 99465",Fashion,1,24981930
T00412,U7779,P497,2024-08-18,2,Dana,"Jalan Erlangga No. 147, Kediri, JB 10170",Peralatan Rumah,5,8842682
T00413,U3778,P801,2024-04-25,7,Kartu Kredit,"Gg. Wonoayu No. 1, Surabaya, SU 73477",Peralatan Rumah,3,18873477
T00414,U5933,P374,2024-08-30,8,Kartu Kredit,"Jl. Bangka Raya No. 675, Palembang, SG 02842",Kesehatan,2,14669120
T00415,U8121,P382,2024-08-24,7,Virtual Account,"Gang Rajiman No. 978, Parepare, JI 64796",Fashion,1,21555345
T00416,U5123,P352,2024-10-12,8,Kartu Debit,"Jalan Astana Anyar No. 0, Mataram, NT 56165",Fashion,1,9492544
T00417,U5991,P106,2024-07-03,7,QRIS,"Jl. Pacuan Kuda No. 491, Lhokseumawe, JA 20850",Makanan,4,19700772
T00418,U8212,P442,2024-08-12,7,Kartu Kredit,"Jalan Waringin No. 0, Metro, PB 91713",Elektronik,3,12144048
T00419,U8848,P421,2024-06-25,3,Cash on Delivery (COD),"Gg. Siliwangi No. 37, Prabumulih, KT 40496",Elektronik,3,12506601
T00420,U4971,P433,2024-12-24,7,Virtual Account,"Gg. Pasteur No. 987, Gorontalo, Nusa Tenggara Timur 48468",Fashion,3,7037520
T00421,U4273,P706,2024-06-16,9,Kartu Kredit,"Gang Wonoayu No. 7, Banda Aceh, Sumatera Utara 97374",Makanan,1,25939422
T00422,U8563,P825,2025-02-13,4,Kredivo,"Gg. Rawamangun No. 324, Padang Sidempuan, MU 36442",Elektronik,1,13928512
T00423,U9180,P242,2024-05-25,5,Kartu Debit,"Jl. Jakarta No. 034, Pasuruan, Sulawesi Selatan 03242",Elektronik,2,17997270
T00424,U7176,P175,2024-02-27,8,Kredivo,"Jl. Rajiman No. 015, Batam, SR 16231",Makanan,4,4217824
T00425,U9755,P618,2024-09-24,7,Dana,"Jalan Moch. Toha No. 1, Magelang, Papua Barat 63212",Kesehatan,3,31877251
T00426,U2392,P211,2024-05-09,4,QRIS,"Gang Kutai No. 785, Lubuklinggau, SN 34257",Peralatan Rumah,5,1686348
T00427,U7547,P870,2024-11-19,6,Cash on Delivery (COD),"Jl. Kapten Muslihat No. 348, Lhokseumawe, PA 83760",Kesehatan,1,5263026
T00428,U5239,P327,2025-02-03,9,Dana,"Jalan Moch. Toha No. 32, Sorong, MU 04177",Makanan,5,43878816
T00429,U4621,P556,2024-11-28,6,Cash on Delivery (COD),"Jalan Jamika No. 4, Manado, SR 70027",Fashion,5,25489266
T00430,U3469,P453,2024-12-19,1,Kredivo,"Jalan Medokan Ayu No. 59, Binjai, Jawa Timur 82965",Kesehatan,3,3539454
T00431,U2406,P218,2024-08-09,3,QRIS,"Jalan Kutai No. 43, Padangpanjang, PA 66930",Elektronik,3,11123745
T00432,U8460,P903,2024-02-24,4,Dana,"Jalan Pasirkoja No. 2, Padang, Sulawesi Selatan 21529",Fashion,3,3452456
T00433,U8801,P199,2024-04-01,8,Kredivo,"Gang Gedebage Selatan No. 334, Tidore Kepulauan, Sumatera Barat 26393",Elektronik,1,3315904
T00434,U5919,P145,2025-01-01,2,E-Wallet,"Jalan Tubagus Ismail No. 044, Solok, ST 59710",Elektronik,1,2857404
T00435,U4996,P628,2024-08-16,3,Dana,"Jalan Sukajadi No. 6, Batu, Gorontalo 05375",Peralatan Rumah,3,14239059
T00436,U7985,P573,2024-10-08,4,Cash on Delivery (COD),"Gang Rajawali Barat No. 52, Sawahlunto, Kalimantan Barat 28757",Peralatan Rumah,2,12339300
T00437,U8080,P505,2024-04-07,1,Kartu Debit,"Jalan Pasirkoja No. 502, Kota Administrasi Jakarta Utara, Papua 44948",Fashion,5,2118861
T00438,U8037,P498,2024-06-16,1,Kartu Debit,"Gang Jakarta No. 7, Depok, JT 32074",Peralatan Rumah,3,574822
T00439,U2667,P918,2024-04-19,9,Kartu Kredit,"Gg. Cihampelas No. 58, Palu, SB 21513",Elektronik,3,15328602
T00440,U8496,P216,2025-01-18,5,Kredivo,"Gg. Ahmad Yani No. 9, Sawahlunto, AC 61371",Makanan,3,21776760
T00441,U7367,P725,2025-01-25,7,Transfer Bank,"Jalan Suniaraja No. 91, Bukittinggi, BA 77749",Elektronik,3,27235684
T00442,U3826,P933,2024-10-28,5,Transfer Bank,"Gg. Raya Ujungberung No. 9, Jambi, Bengkulu 50189",Peralatan Rumah,3,5193475
T00443,U4908,P412,2024-07-13,2,Kartu Kredit,"Jalan Moch. Toha No. 10, Cilegon, Papua Barat 42147",Elektronik,2,6785148
T00444,U9369,P497,2024-12-23,7,Kartu Kredit,"Gg. Otto Iskandardinata No. 583, Palopo, PB 49961",Makanan,4,30949387
T00445,U7931,P290,2024-12-05,8,Dana,"Gg. Medokan Ayu No. 10, Pangkalpinang, KI 78814",Peralatan Rumah,5,11598152
T00446,U9022,P395,2024-08-15,3,Kartu Kredit,"Jalan Ahmad Yani No. 968, Meulaboh, JB 85016",Elektronik,4,1499169
T00447,U6882,P109,2024-08-03,8,Kartu Kredit,"Jalan Gegerkalong Hilir No. 4, Pematangsiantar, Sulawesi Selatan 90810",Peralatan Rumah,4,38087128
T00448,U9281,P768,2024-09-02,8,Cash on Delivery (COD),"Jalan Rawamangun No. 9, Manado, Kepulauan Bangka Belitung 80172",Fashion,4,30186384
T00449,U9006,P271,2024-12-17,2,E-Wallet,"Jl. Veteran No. 4, Semarang, Sulawesi Tenggara 94523",Peralatan Rumah,3,648532
T00450,U5503,P330,2024-04-27,9,Virtual Account,"Gg. Jayawijaya No. 061, Cimahi, Sulawesi Utara 69749",Peralatan Rumah,4,42269670
T00451,U9115,P662,2024-12-27,9,Transfer Bank,"Jalan Gegerkalong Hilir No. 031, Tanjungpinang, KS 37236",Makanan,1,20674935
T00452,U9898,P943,2025-01-08,6,Dana,"Gang Ir. H. Djuanda No. 60, Cimahi, Jawa Tengah 77079",Kesehatan,4,27798858
T00453,U4580,P535,2024-05-20,2,Kartu Debit,"Jalan Rumah Sakit No. 166, Ternate, Lampung 76789",Elektronik,1,7645256
T00454,U5305,P456,2024-11-23,2,Kredivo,"Jl. W.R. Supratman No. 5, Kota Administrasi Jakarta Timur, SR 17957",Kesehatan,2,3621170
T00455,U6744,P981,2024-11-12,10,Cash on Delivery (COD),"Gg. Kebonjati No. 57, Pekalongan, KI 97246",Peralatan Rumah,5,12179870
T00456,U4385,P933,2024-07-26,4,E-Wallet,"Jl. Peta No. 1, Blitar, KB 29716",Makanan,3,4154780
T00457,U9720,P387,2024-08-25,10,Dana,"Jl. Asia Afrika No. 45, Cirebon, SS 15619",Peralatan Rumah,3,25047970
T00458,U5740,P686,2024-05-14,5,Dana,"Gang Sadang Serang No. 08, Bukittinggi, Sumatera Selatan 07711",Kesehatan,2,17513595
T00459,U1971,P383,2024-12-15,3,Kartu Kredit,"Jl. Medokan Ayu No. 352, Tarakan, Sulawesi Tengah 12552",Peralatan Rumah,2,8255829
T00460,U5055,P879,2024-04-03,7,Kredivo,"Jalan Pacuan Kuda No. 54, Bau-Bau, Kepulauan Riau 65328",Peralatan Rumah,5,16129134
T00461,U7786,P484,2024-07-28,8,Transfer Bank,"Gang Tubagus Ismail No. 85, Palembang, Jawa Tengah 81155",Kesehatan,4,35002232
T00462,U5558,P811,2024-07-20,6,Kredivo,"Gg. BKR No. 2, Sorong, Sumatera Utara 66845",Fashion,3,29590776
T00463,U1040,P989,2025-02-03,2,Kredivo,"Jalan Surapati No. 38, Tanjungpinang, NT 34108",Elektronik,1,9066154
T00464,U7516,P323,2024-06-24,7,Kartu Debit,"Jalan Dipatiukur No. 8, Pematangsiantar, NB 00894",Fashion,3,19308723
T00465,U5646,P445,2024-05-19,9,Kartu Kredit,"Jl. Soekarno Hatta No. 85, Banjarbaru, JA 49075",Makanan,4,26401464
T00466,U1793,P147,2024-05-17,2,Kredivo,"Gang Otto Iskandardinata No. 9, Tasikmalaya, Papua Barat 15893",Kesehatan,1,7740614
T00467,U3588,P551,2024-12-31,8,E-Wallet,"Jl. W.R. Supratman No. 11, Pagaralam, JB 37158",Fashion,2,9252536
T00468,U5945,P262,2024-07-21,5,Transfer Bank,"Gang Cempaka No. 7, Cilegon, JT 77288",Elektronik,3,3706965
T00469,U7092,P780,2024-04-01,3,E-Wallet,"Jalan Jamika No. 5, Sibolga, Sulawesi Barat 15940",Fashion,3,7723650
T00470,U4836,P539,2024-09-06,2,Transfer Bank,"Gang Soekarno Hatta No. 47, Bontang, Jawa Tengah 04432",Kesehatan,2,8099488
T00471,U2276,P235,2024-12-30,10,Kartu Debit,"Gg. Cikutra Timur No. 679, Salatiga, ST 67922",Makanan,4,1279040
T00472,U1132,P812,2024-08-30,6,Transfer Bank,"Jl. Pasteur No. 5, Tual, ST 61340",Fashion,2,24343440
T00473,U2160,P334,2024-10-20,7,Transfer Bank,"Jalan Raya Ujungberung No. 996, Kediri, RI 80741",Kesehatan,1,18750074
T00474,U7022,P406,2025-01-17,3,Cash on Delivery (COD),"Jalan H.J Maemunah No. 1, Solok, Bengkulu 78018",Peralatan Rumah,2,1871634
T00475,U9691,P676,2024-04-25,1,Kartu Kredit,"Jl. Indragiri No. 18, Padang, Banten 05626",Fashion,3,1837238
T00476,U3480,P521,2024-02-25,10,Kredivo,"Jalan Gardujati No. 824, Denpasar, BB 24620",Peralatan Rumah,1,8927620
T00477,U3293,P870,2024-10-11,2,Cash on Delivery (COD),"Jl. Rajawali Barat No. 15, Padang Sidempuan, MU 61033",Elektronik,4,1754342
T00478,U6152,P910,2024-12-04,3,Kartu Debit,"Jalan Pasteur No. 578, Batam, Sulawesi Utara 63048",Elektronik,1,6395325
T00479,U5668,P897,2024-09-30,1,Virtual Account,"Gg. Ahmad Yani No. 71, Bontang, Papua 38687",Peralatan Rumah,5,4501035
T00480,U9348,P293,2024-03-03,7,Virtual Account,"Jalan Abdul Muis No. 749, Tangerang Selatan, Papua Barat 39840",Kesehatan,2,29409933
T00481,U7322,P215,2024-04-18,4,Kredivo,"Gg. Gedebage Selatan No. 846, Singkawang, Sumatera Selatan 54743",Makanan,1,17926352
T00482,U1197,P469,2024-10-30,6,Kartu Kredit,"Gg. Kutisari Selatan No. 02, Sibolga, SU 02687",Fashion,5,21482754
T00483,U6986,P659,2024-12-08,3,Kredivo,"Jl. Otto Iskandardinata No. 15, Serang, NT 20175",Kesehatan,1,14931486
T00484,U2106,P114,2025-02-13,5,Kartu Debit,"Jl. Asia Afrika No. 53, Singkawang, Maluku 37504",Kesehatan,1,2536985
T00485,U7520,P618,2024-08-25,5,Dana,"Gg. Gardujati No. 98, Cimahi, Kalimantan Selatan 19212",Fashion,4,22769465
T00486,U7590,P184,2024-05-26,9,Dana,"Jl. Tebet Barat Dalam No. 9, Tangerang Selatan, Sulawesi Tenggara 60566",Makanan,2,21398112
T00487,U2369,P417,2024-06-01,2,Dana,"Gang M.T Haryono No. 304, Prabumulih, Sulawesi Tengah 06351",Peralatan Rumah,2,9099132
T00488,U6353,P500,2025-01-22,10,Transfer Bank,"Jalan Pacuan Kuda No. 254, Sorong, Gorontalo 76095",Elektronik,4,20518350
T00489,U1948,P350,2025-01-07,2,Cash on Delivery (COD),"Gg. Moch. Toha No. 05, Batu, ST 79110",Kesehatan,4,2951852
T00490,U1901,P416,2025-02-06,3,Transfer Bank,"Jalan Gegerkalong Hilir No. 704, Batam, Gorontalo 80466",Kesehatan,2,435645
T00491,U3684,P608,2024-03-24,6,Dana,"Gg. Sukajadi No. 69, Makassar, BA 85931",Makanan,3,8703516
T00492,U7092,P229,2024-03-26,5,Transfer Bank,"Jalan Jamika No. 5, Sibolga, Sulawesi Barat 15940",Kesehatan,3,22503165
T00493,U8034,P378,2024-02-20,9,Transfer Bank,"Gg. Setiabudhi No. 79, Denpasar, Kalimantan Utara 00249",Elektronik,5,6268590
T00494,U9128,P566,2024-08-03,9,QRIS,"Jl. Waringin No. 95, Medan, AC 03880",Kesehatan,4,43248465
T00495,U3734,P476,2024-07-28,3,Virtual Account,"Jl. Cikutra Timur No. 37, Serang, NB 94652",Kesehatan,5,2136261
T00496,U2889,P333,2024-03-27,9,E-Wallet,"Jalan Abdul Muis No. 3, Pangkalpinang, KT 75636",Kesehatan,1,18913014
T00497,U1753,P583,2024-04-27,6,Cash on Delivery (COD),"Jl. Dipenogoro No. 38, Palopo, PA 79825",Peralatan Rumah,2,2079906
T00498,U7870,P329,2025-01-01,6,Kartu Debit,"Jl. Setiabudhi No. 812, Palembang, Kalimantan Selatan 00334",Fashion,3,10334148
T00499,U5444,P945,2024-04-23,2,QRIS,"Gg. M.H Thamrin No. 230, Kota Administrasi Jakarta Selatan, Gorontalo 26153",Kesehatan,5,4540188
T00500,U1862,P283,2024-06-13,4,Dana,"Gang Kapten Muslihat No. 896, Bitung, JT 33865",Kesehatan,4,2512784
T00501,U8620,P986,2024-06-18,5,Virtual Account,"Jl. Jayawijaya No. 25, Banjarbaru, KR 89731",Elektronik,1,14725545
T00502,U8483,P108,2024-12-16,6,Kartu Debit,"Jl. Moch. Toha No. 984, Kota Administrasi Jakarta Timur, Riau 56793",Elektronik,5,13611000
T00503,U5979,P857,2024-08-16,10,Kartu Debit,"Gang Yos Sudarso No. 7, Madiun, Papua 77496",Fashion,3,41886090
T00504,U4201,P850,2024-10-20,9,Kartu Debit,"Jl. Cihampelas No. 634, Metro, Jawa Timur 48121",Peralatan Rumah,1,31406688
T00505,U1391,P338,2024-06-09,9,QRIS,"Jl. Rawamangun No. 9, Pagaralam, ST 66575",Kesehatan,3,41591700
T00506,U1023,P877,2024-06-01,7,Virtual Account,"Gg. Moch. Ramdan No. 15, Kupang, SS 43111",Kesehatan,2,31460842
T00507,U4902,P529,2024-07-04,8,E-Wallet,"Jalan Tebet Barat Dalam No. 44, Depok, Jawa Barat 04456",Peralatan Rumah,3,6642912
T00508,U1719,P337,2024-07-22,9,Cash on Delivery (COD),"Gg. Moch. Ramdan No. 373, Tebingtinggi, Sulawesi Tenggara 15366",Elektronik,4,1159479
T00509,U2391,P694,2024-05-07,2,Dana,"Gg. HOS. Cokroaminoto No. 2, Ternate, AC 55366",Peralatan Rumah,4,1355446
T00510,U2020,P545,2024-11-08,3,Kartu Debit,"Jalan Ahmad Yani No. 225, Metro, KT 18637",Elektronik,3,13693563
T00511,U6161,P920,2024-03-29,7,QRIS,"Jalan Jend. A. Yani No. 820, Bandar Lampung, KB 16433",Elektronik,4,18981816
T00512,U5455,P339,2024-06-08,2,Kartu Debit,"Gg. M.T Haryono No. 256, Cilegon, Jambi 86716",Peralatan Rumah,5,1928260
T00513,U3546,P208,2025-01-31,3,Kredivo,"Gg. Bangka Raya No. 7, Sibolga, Maluku 87430",Fashion,3,3996324
T00514,U7660,P223,2024-04-11,9,QRIS,"Jalan Ahmad Dahlan No. 97, Pangkalpinang, BT 47546",Peralatan Rumah,4,23726448
T00515,U8591,P371,2024-10-11,2,Transfer Bank,"Jl. Wonoayu No. 6, Meulaboh, Kalimantan Barat 60324",Peralatan Rumah,3,6299634
T00516,U1660,P320,2025-01-23,6,Kartu Kredit,"Gg. Tubagus Ismail No. 1, Batu, GO 67243",Kesehatan,2,18205116
T00517,U7492,P625,2024-08-30,1,Virtual Account,"Jl. KH Amin Jasuta No. 7, Makassar, Riau 60041",Elektronik,2,310735
T00518,U7625,P975,2024-11-17,8,Dana,"Gang Rawamangun No. 183, Bogor, Sulawesi Utara 22091",Makanan,2,30827848
T00519,U2551,P573,2024-04-24,2,Kartu Kredit,"Jalan Ciumbuleuit No. 0, Bukittinggi, ST 23083",Kesehatan,1,6169650
T00520,U2010,P950,2024-08-05,4,Kartu Kredit,"Gang Cempaka No. 900, Yogyakarta, Kalimantan Selatan 53310",Peralatan Rumah,4,12690292
T00521,U2376,P696,2024-07-28,10,Virtual Account,"Jalan Otto Iskandardinata No. 312, Banjar, Sulawesi Barat 55839",Kesehatan,1,5908300
T00522,U4239,P761,2024-05-06,8,Kartu Kredit,"Jl. Lembong No. 552, Padang, MU 63731",Kesehatan,3,8622688
T00523,U1699,P572,2024-10-28,1,Kartu Kredit,"Jl. Lembong No. 49, Bima, JI 19562",Makanan,4,3363489
T00524,U9128,P130,2024-06-23,7,Cash on Delivery (COD),"Jl. Waringin No. 95, Medan, AC 03880",Peralatan Rumah,3,12958183
T00525,U4066,P381,2024-04-24,5,Kredivo,"Gg. Asia Afrika No. 9, Metro, SS 89030",Peralatan Rumah,1,11646555
T00526,U5026,P762,2024-10-12,5,Kredivo,"Gg. Pacuan Kuda No. 1, Bogor, Papua 43263",Fashion,5,20342010
T00527,U1999,P189,2024-10-22,5,Cash on Delivery (COD),"Gang HOS. Cokroaminoto No. 50, Sukabumi, Lampung 35533",Peralatan Rumah,4,4179860
T00528,U4267,P758,2024-09-12,9,Kartu Debit,"Gg. M.T Haryono No. 27, Batam, Sumatera Barat 30232",Makanan,1,29327634
T00529,U6883,P591,2024-03-22,9,Kredivo,"Jl. W.R. Supratman No. 7, Cimahi, Kalimantan Selatan 62934",Elektronik,5,38379420
T00530,U6269,P497,2024-06-05,5,Kartu Kredit,"Gang Ciwastra No. 66, Parepare, ST 89627",Kesehatan,3,22106705
T00531,U4588,P130,2024-02-23,5,E-Wallet,"Gg. Gedebage Selatan No. 395, Cimahi, JB 30958",Fashion,5,9255845
T00532,U6856,P885,2024-12-07,10,Kartu Debit,"Gg. Kutisari Selatan No. 2, Kota Administrasi Jakarta Pusat, PB 47468",Peralatan Rumah,1,10565010
T00533,U5060,P772,2024-10-08,4,Virtual Account,"Jalan Waringin No. 230, Pekalongan, PA 66656",Makanan,1,7562228
T00534,U7363,P463,2024-08-24,3,Kartu Kredit,"Jalan Gedebage Selatan No. 92, Tual, SN 58750",Peralatan Rumah,5,8152839
T00535,U6878,P705,2024-10-25,1,QRIS,"Jl. Ronggowarsito No. 502, Sibolga, SG 43992",Makanan,5,1242040
T00536,U4084,P956,2024-02-20,8,Dana,"Gang Jamika No. 873, Magelang, Kalimantan Utara 01197",Elektronik,2,27673984
T00537,U9035,P138,2024-04-01,2,E-Wallet,"Jalan M.T Haryono No. 626, Tanjungbalai, Maluku 94611",Peralatan Rumah,5,3771004
T00538,U1326,P639,2024-10-20,8,E-Wallet,"Jalan Suniaraja No. 4, Cimahi, SB 11686",Elektronik,5,13920040
T00539,U3137,P448,2024-10-27,3,QRIS,"Jl. Soekarno Hatta No. 237, Pekalongan, JA 93230",Kesehatan,1,3867294
T00540,U3320,P892,2024-12-03,2,Dana,"Gang Cempaka No. 9, Subulussalam, Jawa Timur 41614",Elektronik,1,8330960
T00541,U7120,P821,2024-03-11,7,Transfer Bank,"Gg. Rajiman No. 1, Banjarmasin, KR 90138",Elektronik,3,19293337
T00542,U3235,P261,2024-12-19,7,Kredivo,"Gang Waringin No. 96, Medan, Nusa Tenggara Barat 35669",Elektronik,2,10840480
T00543,U6846,P328,2024-03-09,10,Kartu Kredit,"Jl. Erlangga No. 6, Bandar Lampung, JA 35797",Fashion,3,25205890
T00544,U3086,P281,2024-09-02,1,Cash on Delivery (COD),"Gg. Asia Afrika No. 5, Ternate, MU 39769",Makanan,1,1577412
T00545,U6213,P928,2024-12-20,10,Kartu Debit,"Gang Kapten Muslihat No. 1, Kupang, Kalimantan Selatan 89802",Makanan,1,42123010
T00546,U3304,P439,2024-08-27,2,Kartu Debit,"Jalan Cihampelas No. 783, Jambi, Jawa Timur 16025",Elektronik,3,9840678
T00547,U3750,P751,2025-01-31,2,QRIS,"Gg. Otto Iskandardinata No. 12, Bekasi, NB 99156",Fashion,1,761400
T00548,U5345,P314,2025-02-03,4,Transfer Bank,"Jl. Pasirkoja No. 411, Makassar, KS 95256",Elektronik,3,3825036
T00549,U1020,P149,2024-09-27,7,Kredivo,"Jl. Sukajadi No. 55, Pematangsiantar, Kalimantan Timur 60875",Fashion,2,27982976
T00550,U7783,P604,2024-04-12,7,QRIS,"Gang Ir. H. Djuanda No. 4, Tidore Kepulauan, BT 48149",Makanan,4,6305908
T00551,U8855,P907,2024-08-19,10,Kartu Debit,"Gang Cikutra Barat No. 23, Tanjungpinang, Bengkulu 76420",Peralatan Rumah,4,11523620
T00552,U2207,P918,2024-09-15,1,Virtual Account,"Gang Sentot Alibasa No. 61, Kotamobagu, KS 12590",Kesehatan,3,1703178
T00553,U5278,P207,2025-01-11,2,QRIS,"Jl. Cempaka No. 7, Bontang, KT 30591",Peralatan Rumah,4,2799528
T00554,U2228,P660,2024-11-05,2,QRIS,"Jalan Cikutra Barat No. 572, Bitung, Sumatera Selatan 96263",Makanan,5,8198978
T00555,U1507,P541,2024-02-29,3,Cash on Delivery (COD),"Gang Rajawali Barat No. 9, Sungai Penuh, Papua Barat 76475",Peralatan Rumah,1,2698236
T00556,U6424,P310,2024-02-20,4,Cash on Delivery (COD),"Jl. Rajiman No. 8, Banda Aceh, Sulawesi Utara 19267",Makanan,5,9100808
T00557,U5612,P404,2024-10-23,4,Transfer Bank,"Jl. Raya Ujungberung No. 826, Mojokerto, SU 18981",Kesehatan,4,19385408
T00558,U9043,P257,2024-12-04,1,QRIS,"Jl. Abdul Muis No. 7, Bitung, Banten 93218",Kesehatan,4,3075772
T00559,U2435,P401,2024-05-25,10,Kredivo,"Gg. Siliwangi No. 2, Surabaya, Aceh 40848",Peralatan Rumah,1,2658860
T00560,U4390,P274,2024-08-06,5,Transfer Bank,"Gang Rungkut Industri No. 8, Tanjungbalai, Gorontalo 30324",Fashion,1,13183275
T00561,U7512,P582,2025-01-13,8,Virtual Account,"Gg. Pelajar Pejuang No. 961, Kota Administrasi Jakarta Selatan, Papua Barat 67146",Kesehatan,5,26406504
T00562,U4029,P479,2025-02-15,7,QRIS,"Gg. KH Amin Jasuta No. 3, Salatiga, Sumatera Selatan 62566",Peralatan Rumah,4,2969911
T00563,U5313,P550,2024-02-26,8,Virtual Account,"Jalan Jayawijaya No. 861, Subulussalam, DKI Jakarta 54234",Peralatan Rumah,3,23229936
T00564,U2009,P254,2024-02-19,2,Transfer Bank,"Gg. Dr. Djunjunan No. 284, Bengkulu, Sumatera Utara 94849",Elektronik,5,7045542
T00565,U4727,P666,2024-03-25,1,Cash on Delivery (COD),"Gang K.H. Wahid Hasyim No. 88, Pariaman, Jawa Barat 08222",Makanan,4,2824878
T00566,U9773,P803,2024-07-12,8,Kartu Debit,"Jalan Tebet Barat Dalam No. 6, Denpasar, ST 78446",Fashion,3,5698576
T00567,U7468,P974,2024-09-05,1,Dana,"Gg. Tubagus Ismail No. 11, Tegal, Kalimantan Utara 29014",Makanan,5,4843967
T00568,U3415,P223,2024-09-18,8,Kartu Kredit,"Jalan Ronggowarsito No. 88, Padang, AC 06853",Peralatan Rumah,2,21090176
T00569,U4157,P229,2024-11-28,1,Cash on Delivery (COD),"Jl. Jend. Sudirman No. 528, Banjarbaru, Sulawesi Selatan 62515",Kesehatan,4,4500633
T00570,U4308,P942,2025-02-04,3,Virtual Account,"Gang Ronggowarsito No. 43, Ternate, Riau 48079",Elektronik,1,11719719
T00571,U2425,P497,2025-01-10,9,Cash on Delivery (COD),"Jalan Kendalsari No. 54, Bima, AC 26501",Makanan,3,39792069
